phase,sponsor_type,enrollment_count,intervention_type,n_arms,has_dmc,allocation,masking,primary_purpose,n_primary_outcomes,n_secondary_outcomes,outcomes_ratio,n_locations,is_multicenter,has_us_site,n_collaborators,abandoned
NA,OTHER,17.0,OTHER,2,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,2,1,1,0,1
NA,OTHER,432.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,OTHER,3,1,0.3333333333333333,1,0,1,0,0
PHASE1,INDUSTRY,20.0,DRUG,1,,NON_RANDOMIZED,NONE,UNKNOWN,1,2,2.0,1,0,1,0,0
NA,OTHER,250.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,PREVENTION,2,10,5.0,1,0,1,1,0
NA,OTHER,32.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,1,0,1,1,0
NA,FED,14.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,1,0,0
PHASE2,OTHER,59.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,0,0,0
NA,OTHER,20.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,0,0,0
NA,OTHER,68.0,OTHER,2,,RANDOMIZED,SINGLE,TREATMENT,1,6,6.0,1,0,0,0,0
NA,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,20.0,DRUG,2,0.0,RANDOMIZED,NONE,UNKNOWN,2,3,1.5,1,0,0,0,0
PHASE4,OTHER,444.0,BEHAVIORAL,3,1.0,RANDOMIZED,SINGLE,TREATMENT,1,7,7.0,6,1,1,7,0
NA,OTHER,35.0,PROCEDURE,2,1.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,1,0,0,0,0
NA,OTHER,30.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,2,1,1,1,0
NA,OTHER,20.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,670.0,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,0,0,0,1,0
PHASE2,OTHER,35.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,1,0
PHASE2,OTHER,67.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,0,1,0
PHASE3,INDUSTRY,59.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,5,5.0,16,1,1,0,1
NA,OTHER,17.0,DEVICE,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,1
PHASE2,OTHER,52.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,1,1.0,1,0,1,0,0
PHASE1,INDUSTRY,24.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,2,1,1,0,0
NA,OTHER,42.0,DRUG,3,0.0,RANDOMIZED,TRIPLE,DIAGNOSTIC,1,2,2.0,1,0,0,0,1
NA,OTHER,28.0,OTHER,2,0.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,1,0,0,0,0
PHASE3,INDUSTRY,262.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,6,1,0,0,0
PHASE3,OTHER,200.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,12,12.0,1,0,0,1,0
PHASE3,INDUSTRY,1271.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,115,1,1,0,0
NA,OTHER,90.0,DRUG,3,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,1,0
NA,OTHER,30.0,OTHER,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,6,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,20.0,DRUG,2,1.0,RANDOMIZED,NONE,OTHER,2,2,1.0,1,0,0,1,0
NA,OTHER,18.0,PROCEDURE,3,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,1,0,0.0,1,0,0,1,1
NA,OTHER,241.0,PROCEDURE,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,8,8.0,1,0,0,0,0
PHASE2,INDUSTRY,31.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,3,1.5,10,1,0,0,1
PHASE3,INDUSTRY,278.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,42.0,OTHER,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,0,1,0
PHASE2/PHASE3,OTHER,200.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,3,1,0.3333333333333333,1,0,0,0,0
PHASE2,OTHER,153.0,DRUG,3,1.0,RANDOMIZED,NONE,TREATMENT,2,6,3.0,1,0,0,4,0
NA,OTHER,742.0,OTHER,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,10,10.0,23,1,1,1,0
PHASE1/PHASE2,OTHER,46.0,DRUG,4,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,1,2,1
PHASE1,INDUSTRY,48.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,3,3,1.0,2,1,1,0,0
NA,OTHER,20.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,0,0,0,1,1
PHASE4,OTHER,3.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,3,3.0,1,0,1,1,1
NA,OTHER,40.0,OTHER,2,,RANDOMIZED,SINGLE,TREATMENT,6,0,0.0,1,0,0,0,0
PHASE4,OTHER,64.0,DRUG,3,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,1,1,0
NA,INDUSTRY,15.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,UNKNOWN,1,1,1.0,0,0,0,0,0
NA,OTHER,12.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,2,0,0.0,1,0,0,0,0
NA,NETWORK,114.0,RADIATION,2,0.0,RANDOMIZED,NONE,OTHER,4,3,0.75,1,0,0,1,0
PHASE4,OTHER,15.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,1,0,1,0,0
NA,OTHER,27.0,OTHER,2,0.0,RANDOMIZED,SINGLE,OTHER,1,4,4.0,1,0,0,0,0
NA,OTHER,1249.0,BEHAVIORAL,2,1.0,RANDOMIZED,DOUBLE,HEALTH_SERVICES_RESEARCH,1,1,1.0,1,0,1,2,0
NA,OTHER,8.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,1,0,1
NA,OTHER,140.0,OTHER,4,1.0,RANDOMIZED,NONE,PREVENTION,2,9,4.5,1,0,0,0,0
PHASE3,OTHER,94.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,2,6,3.0,1,0,0,1,0
NA,OTHER,29.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,SCREENING,4,0,0.0,1,0,0,0,0
EARLY_PHASE1,OTHER,33.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,3,3.0,1,0,1,2,0
PHASE1,INDUSTRY,48.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,12,13,1.0833333333333333,0,0,0,0,0
PHASE1,INDUSTRY,30.0,DRUG,3,0.0,NON_RANDOMIZED,NONE,UNKNOWN,1,1,1.0,6,1,1,0,0
PHASE1,INDUSTRY,80.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE1,INDUSTRY,8.0,BIOLOGICAL,1,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,51.0,OTHER,2,0.0,RANDOMIZED,NONE,OTHER,2,0,0.0,1,0,1,0,0
NA,OTHER,30.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,1,0.5,1,0,0,3,0
PHASE3,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,5,1,0,1,0
PHASE2,INDUSTRY,30.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,3,3.0,3,1,0,0,1
PHASE4,INDUSTRY,27.0,DEVICE,2,0.0,RANDOMIZED,NONE,UNKNOWN,1,11,11.0,6,1,0,0,0
NA,OTHER,40.0,OTHER,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,15,5.0,1,0,0,2,0
PHASE2,INDUSTRY,,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,0,0,0.0,7,1,1,0,0
NA,OTHER,40.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,4,6,1.5,1,0,0,1,0
PHASE2,INDUSTRY,25.0,DRUG,1,,NON_RANDOMIZED,NONE,TREATMENT,2,2,1.0,16,1,0,0,0
PHASE1,INDUSTRY,7.0,DRUG,5,0.0,NON_RANDOMIZED,NONE,UNKNOWN,2,0,0.0,1,0,1,2,1
NA,OTHER,28.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,124.0,DRUG,6,0.0,NON_RANDOMIZED,NONE,TREATMENT,24,7,0.2916666666666667,1,0,1,0,0
NA,OTHER,706.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,2,1,1,1,0
NA,INDUSTRY,170.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,PREVENTION,1,3,3.0,1,0,0,0,0
PHASE2,INDUSTRY,90.0,DRUG,5,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,4,4.0,17,1,0,0,1
NA,OTHER,50.0,BEHAVIORAL,2,1.0,RANDOMIZED,DOUBLE,UNKNOWN,1,1,1.0,1,0,0,0,0
NA,OTHER,60.0,DEVICE,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,19.0,DRUG,3,0.0,RANDOMIZED,DOUBLE,DIAGNOSTIC,1,1,1.0,0,0,0,0,0
NA,OTHER,21.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,28,28.0,1,0,0,0,0
PHASE3,OTHER_GOV,150.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
EARLY_PHASE1,OTHER,45.0,DRUG,2,1.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,1,1.0,1,0,1,2,0
NA,INDUSTRY,37.0,DEVICE,2,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,1,0
NA,OTHER,120.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,NONE,PREVENTION,1,0,0.0,1,0,1,0,0
PHASE1,OTHER,30.0,OTHER,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,857.0,DIAGNOSTIC_TEST,2,1.0,RANDOMIZED,NONE,DIAGNOSTIC,1,5,5.0,3,1,0,4,0
NA,OTHER_GOV,81.0,PROCEDURE,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,1,0,0,0,0
PHASE2,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,2,2.0,8,1,0,0,1
NA,OTHER,80.0,OTHER,2,,RANDOMIZED,DOUBLE,TREATMENT,3,9,3.0,1,0,0,0,0
NA,OTHER,20.0,BEHAVIORAL,4,,RANDOMIZED,SINGLE,BASIC_SCIENCE,3,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,30.0,DRUG,3,0.0,RANDOMIZED,NONE,TREATMENT,1,7,7.0,4,1,1,0,0
PHASE1,INDUSTRY,17.0,DRUG,4,0.0,RANDOMIZED,NONE,OTHER,2,2,1.0,1,0,0,0,0
NA,OTHER,22.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,1,0,1
PHASE2,INDUSTRY,190.0,DRUG,4,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,112,1,1,0,0
NA,OTHER,34.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,0,0,0,1,0
NA,OTHER,15.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,BASIC_SCIENCE,1,0,0.0,1,0,1,2,0
PHASE2,OTHER,62.0,OTHER,2,0.0,NON_RANDOMIZED,DOUBLE,PREVENTION,1,3,3.0,1,0,0,0,0
NA,OTHER,4.0,OTHER,4,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,5,5.0,1,0,0,0,1
PHASE1,INDUSTRY,32.0,DRUG,3,1.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,6,8,1.3333333333333333,10,1,0,0,0
NA,OTHER,671.0,OTHER,4,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,12,0,0.0,1,0,0,1,0
NA,OTHER,437.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,1,1.0,1,0,1,3,0
PHASE3,OTHER,560.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,5,5.0,1,0,0,0,0
PHASE4,OTHER_GOV,66.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,1,0
PHASE4,OTHER,13.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,1,0,0,0,0
NA,OTHER,84.0,DIETARY_SUPPLEMENT,4,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,4,1,0.25,2,1,0,2,0
PHASE1,INDUSTRY,72.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,BASIC_SCIENCE,1,3,3.0,1,0,0,0,0
EARLY_PHASE1,OTHER,25.0,DEVICE,3,0.0,RANDOMIZED,SINGLE,TREATMENT,1,4,4.0,1,0,1,1,1
PHASE4,INDUSTRY,31.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,7,7.0,3,1,0,0,0
NA,OTHER,24.0,DIETARY_SUPPLEMENT,3,1.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,6,6.0,1,0,0,0,0
PHASE1,INDUSTRY,48.0,DRUG,4,0.0,RANDOMIZED,NONE,TREATMENT,3,8,2.6666666666666665,1,0,1,0,0
NA,OTHER,135.0,DEVICE,3,0.0,RANDOMIZED,SINGLE,PREVENTION,1,0,0.0,1,0,0,2,0
NA,INDUSTRY,54.0,DEVICE,2,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,0,0.0,1,0,1,1,0
NA,OTHER,100.0,PROCEDURE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,5,5.0,0,0,0,0,0
NA,OTHER_GOV,95.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,DOUBLE,SCREENING,1,14,14.0,0,0,0,0,0
PHASE3,INDUSTRY,1125.0,DRUG,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,0,0.0,12,1,1,0,0
NA,OTHER,178.0,OTHER,3,1.0,RANDOMIZED,TRIPLE,HEALTH_SERVICES_RESEARCH,1,3,3.0,1,0,0,2,0
NA,OTHER,40.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,1,0,1,0,0
NA,OTHER,26.0,OTHER,2,0.0,RANDOMIZED,NONE,OTHER,2,0,0.0,1,0,0,1,0
NA,OTHER,66.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,NONE,TREATMENT,11,4,0.36363636363636365,0,0,0,0,0
PHASE2,OTHER,45.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,1,1.0,1,0,1,1,0
PHASE1,INDUSTRY,50.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,2,4,2.0,0,0,0,0,0
PHASE2,INDUSTRY,71.0,DRUG,2,,RANDOMIZED,QUADRUPLE,TREATMENT,2,16,8.0,20,1,0,0,0
PHASE2,INDUSTRY,16.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,1,1.0,0,0,0,0,1
PHASE3,OTHER,0.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,4,4.0,1,0,0,0,1
NA,OTHER,68.0,DEVICE,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,1,0,0
PHASE3,INDUSTRY,435.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,1,2,2.0,38,1,0,0,0
NA,OTHER,88.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,2,1,0,2,0
PHASE3,INDUSTRY,1010.0,BIOLOGICAL,3,1.0,RANDOMIZED,NONE,TREATMENT,4,16,4.0,0,0,0,0,0
EARLY_PHASE1,OTHER,30.0,DRUG,4,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,0,0.0,1,0,1,1,1
PHASE1,INDUSTRY,21.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,4,2,0.5,0,0,0,0,0
PHASE4,OTHER,75.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,1,0,0,1,0
PHASE1,INDUSTRY,9.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,12,12.0,8,1,0,0,0
NA,FED,900.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,5,5.0,4,1,1,0,0
PHASE2,INDUSTRY,9.0,DRUG,3,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,1,1
NA,OTHER,14.0,DEVICE,2,0.0,RANDOMIZED,NONE,OTHER,2,0,0.0,1,0,1,1,0
PHASE3,OTHER,39.0,OTHER,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,1,0,0,2,0
NA,OTHER,304.0,BEHAVIORAL,4,0.0,RANDOMIZED,SINGLE,OTHER,1,1,1.0,0,0,0,1,0
PHASE3,INDUSTRY,218.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,1,2,0
PHASE1,INDUSTRY,1.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,3,1,1,1,0
PHASE1,OTHER,24.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,BASIC_SCIENCE,4,13,3.25,1,0,0,0,0
NA,OTHER,72.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,1,0
PHASE2,INDUSTRY,40.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE2,NIH,275.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,7,7.0,8,1,1,1,0
PHASE2,INDUSTRY,318.0,DRUG,5,,RANDOMIZED,DOUBLE,TREATMENT,2,7,3.5,130,1,1,0,0
PHASE3,OTHER,211.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,10,10.0,45,1,0,1,1
PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,PREVENTION,1,1,1.0,94,1,0,0,0
NA,OTHER,32.0,OTHER,2,0.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,2,0,0.0,1,0,0,0,0
PHASE2,OTHER,240.0,BEHAVIORAL,3,1.0,RANDOMIZED,DOUBLE,UNKNOWN,1,1,1.0,1,0,0,1,0
PHASE4,OTHER,60.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,4,0,0.0,1,0,0,0,0
PHASE1/PHASE2,OTHER,,PROCEDURE,0,,NON_RANDOMIZED,DOUBLE,ECT,1,1,1.0,1,0,1,0,0
NA,OTHER,495.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,10,10.0,1,0,0,3,0
PHASE3,INDUSTRY,65.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,5,1,0,0,0
NA,OTHER,45.0,BEHAVIORAL,2,0.0,RANDOMIZED,TRIPLE,PREVENTION,4,2,0.5,1,0,0,1,0
NA,OTHER,190.0,BEHAVIORAL,2,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,3,8,2.6666666666666665,1,0,1,0,0
NA,OTHER,41.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,SUPPORTIVE_CARE,9,6,0.6666666666666666,0,0,0,0,0
NA,OTHER,30.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,6,10,1.6666666666666667,1,0,0,0,0
NA,OTHER,120.0,OTHER,6,0.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER_GOV,90.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,50.0,DRUG,2,,RANDOMIZED,QUADRUPLE,TREATMENT,7,1,0.14285714285714285,1,0,0,0,0
NA,INDUSTRY,50.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,DOUBLE,OTHER,12,8,0.6666666666666666,1,0,0,0,0
NA,OTHER,110.0,DEVICE,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,1,1.0,1,0,0,0,0
NA,OTHER,608.0,BEHAVIORAL,2,,RANDOMIZED,NONE,TREATMENT,1,8,8.0,2,1,1,1,0
NA,OTHER,564.0,OTHER,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,1,0
PHASE2,INDUSTRY,195.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,53,1,1,0,0
PHASE1/PHASE2,INDUSTRY,7.0,DRUG,4,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,1,0.5,7,1,1,0,1
PHASE3,INDUSTRY,239.0,BIOLOGICAL,4,,RANDOMIZED,DOUBLE,PREVENTION,2,3,1.5,1,0,0,0,0
PHASE3,OTHER,3640.0,DRUG,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,1,1.0,1,0,0,0,1
PHASE2,OTHER,119.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,20,20.0,1,0,0,2,0
NA,OTHER,200.0,BEHAVIORAL,2,0.0,NON_RANDOMIZED,NONE,PREVENTION,6,3,0.5,1,0,0,1,0
PHASE1,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,DIAGNOSTIC,1,1,1.0,1,0,1,0,0
NA,INDUSTRY,0.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,1,12,12.0,0,0,0,1,1
PHASE1/PHASE2,INDUSTRY,73.0,DRUG,5,,RANDOMIZED,TRIPLE,TREATMENT,2,9,4.5,4,1,1,0,0
NA,OTHER,95.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,233.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,20,1,1,0,0
PHASE1,INDUSTRY,45.0,DRUG,3,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,5,5.0,1,0,1,0,0
NA,OTHER,50.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,53,53.0,2,1,0,3,0
NA,OTHER,64.0,DEVICE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,1,0,0,0,0
PHASE3,INDUSTRY,809.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,1,9,9.0,186,1,1,0,1
PHASE1,OTHER,17.0,DRUG,3,1.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,12,0,0.0,1,0,1,1,0
NA,OTHER,36.0,OTHER,2,,NON_RANDOMIZED,NONE,PREVENTION,2,0,0.0,0,0,0,0,0
PHASE1,INDUSTRY,47.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,3,5,1.6666666666666667,14,1,1,0,1
NA,OTHER,41.0,DEVICE,3,0.0,NON_RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,2,1
PHASE3,INDUSTRY,598.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,10,10.0,55,1,1,1,0
NA,OTHER,0.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,6,0,0.0,1,0,1,0,1
NA,OTHER,50.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,12,6.0,1,0,0,0,0
PHASE2,OTHER,26.0,OTHER,0,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,0,0
PHASE1,OTHER,53.0,DRUG,10,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,3,3.0,1,0,1,1,0
PHASE1,INDUSTRY,12.0,DRUG,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,4,12,3.0,1,0,0,0,0
PHASE4,OTHER,58.0,COMBINATION_PRODUCT,2,0.0,RANDOMIZED,DOUBLE,OTHER,1,3,3.0,1,0,1,0,0
PHASE2,OTHER,77.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,6,6.0,14,1,0,0,0
PHASE2,OTHER,7.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,1,1
PHASE2,INDUSTRY,64.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,11,11.0,35,1,1,0,0
PHASE2,INDUSTRY,204.0,DRUG,5,1.0,RANDOMIZED,NONE,TREATMENT,2,23,11.5,55,1,1,0,1
NA,OTHER_GOV,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,1
NA,NETWORK,30.0,OTHER,2,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,1,0
NA,OTHER,64.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,8,2,0.25,1,0,0,0,0
NA,OTHER,164.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE4,OTHER,40.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,1,0,1,1,1
PHASE4,OTHER,12.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,1,0,0,0,1
PHASE2,INDUSTRY,100.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,19,1,1,0,1
PHASE1,INDUSTRY,18.0,DRUG,3,0.0,RANDOMIZED,NONE,TREATMENT,12,1,0.08333333333333333,0,0,0,0,0
PHASE2,INDUSTRY,21.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,30.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,0,0,0
